filename,label,type
sequence_label\739_12_sequence.npy,1,augmented
sequence_label\739_13_sequence.npy,1,augmented
sequence_label\739_14_sequence.npy,1,augmented
sequence_label\739_15_sequence.npy,1,augmented
sequence_label\739_16_sequence.npy,1,augmented
sequence_label\739_17_sequence.npy,1,augmented
sequence_label\739_18_sequence.npy,1,augmented
sequence_label\739_19_sequence.npy,1,augmented
sequence_label\739_1_sequence.npy,1,origin
sequence_label\739_20_sequence.npy,1,augmented
sequence_label\739_21_sequence.npy,1,augmented
sequence_label\739_22_sequence.npy,1,augmented
sequence_label\739_23_sequence.npy,1,augmented
sequence_label\739_24_sequence.npy,1,augmented
sequence_label\739_25_sequence.npy,1,augmented
sequence_label\739_26_sequence.npy,1,augmented
sequence_label\739_27_sequence.npy,1,augmented
sequence_label\739_28_sequence.npy,1,augmented
sequence_label\739_29_sequence.npy,1,augmented
sequence_label\739_2_sequence.npy,1,augmented
sequence_label\739_30_sequence.npy,1,augmented
sequence_label\739_31_sequence.npy,1,augmented
sequence_label\739_32_sequence.npy,1,augmented
sequence_label\739_33_sequence.npy,1,augmented
sequence_label\739_34_sequence.npy,1,augmented
sequence_label\739_35_sequence.npy,1,augmented
sequence_label\739_36_sequence.npy,1,augmented
sequence_label\739_37_sequence.npy,1,augmented
sequence_label\739_38_sequence.npy,1,augmented
sequence_label\739_39_sequence.npy,1,augmented
sequence_label\739_3_sequence.npy,1,augmented
sequence_label\739_40_sequence.npy,1,augmented
sequence_label\739_41_sequence.npy,1,augmented
sequence_label\739_42_sequence.npy,1,augmented
sequence_label\739_43_sequence.npy,1,augmented
sequence_label\739_44_sequence.npy,1,augmented
sequence_label\739_45_sequence.npy,1,augmented
sequence_label\739_46_sequence.npy,1,augmented
sequence_label\739_47_sequence.npy,1,augmented
sequence_label\739_48_sequence.npy,1,augmented
sequence_label\739_49_sequence.npy,1,augmented
sequence_label\739_4_sequence.npy,1,augmented
sequence_label\739_50_sequence.npy,1,augmented
sequence_label\739_5_sequence.npy,1,augmented
sequence_label\739_6_sequence.npy,1,augmented
sequence_label\739_7_sequence.npy,1,augmented
sequence_label\739_8_sequence.npy,1,augmented
sequence_label\739_9_sequence.npy,1,augmented
sequence_label\739_origin_sequence.npy,1,origin
sequence_label\739_rotated_sequence.npy,1,rotated
sequence_label\739_scaled_sequence.npy,1,scaled
sequence_label\644_10_sequence.npy,2,augmented
sequence_label\644_11_sequence.npy,2,augmented
sequence_label\644_12_sequence.npy,2,augmented
sequence_label\644_13_sequence.npy,2,augmented
sequence_label\644_14_sequence.npy,2,augmented
sequence_label\644_15_sequence.npy,2,augmented
sequence_label\644_16_sequence.npy,2,augmented
sequence_label\644_17_sequence.npy,2,augmented
sequence_label\644_18_sequence.npy,2,augmented
sequence_label\644_19_sequence.npy,2,augmented
sequence_label\644_1_sequence.npy,2,origin
sequence_label\644_20_sequence.npy,2,augmented
sequence_label\644_21_sequence.npy,2,augmented
sequence_label\644_22_sequence.npy,2,augmented
sequence_label\644_23_sequence.npy,2,augmented
sequence_label\644_24_sequence.npy,2,augmented
sequence_label\644_25_sequence.npy,2,augmented
sequence_label\644_26_sequence.npy,2,augmented
sequence_label\644_27_sequence.npy,2,augmented
sequence_label\644_28_sequence.npy,2,augmented
sequence_label\644_29_sequence.npy,2,augmented
sequence_label\644_2_sequence.npy,2,augmented
sequence_label\644_30_sequence.npy,2,augmented
sequence_label\644_31_sequence.npy,2,augmented
sequence_label\644_32_sequence.npy,2,augmented
sequence_label\644_33_sequence.npy,2,augmented
sequence_label\644_34_sequence.npy,2,augmented
sequence_label\644_35_sequence.npy,2,augmented
sequence_label\644_36_sequence.npy,2,augmented
sequence_label\644_37_sequence.npy,2,augmented
sequence_label\644_38_sequence.npy,2,augmented
sequence_label\644_39_sequence.npy,2,augmented
sequence_label\644_3_sequence.npy,2,augmented
sequence_label\644_40_sequence.npy,2,augmented
sequence_label\644_41_sequence.npy,2,augmented
sequence_label\644_42_sequence.npy,2,augmented
sequence_label\644_43_sequence.npy,2,augmented
sequence_label\644_44_sequence.npy,2,augmented
sequence_label\644_45_sequence.npy,2,augmented
sequence_label\644_46_sequence.npy,2,augmented
sequence_label\644_47_sequence.npy,2,augmented
sequence_label\644_48_sequence.npy,2,augmented
sequence_label\644_49_sequence.npy,2,augmented
sequence_label\644_4_sequence.npy,2,augmented
sequence_label\644_50_sequence.npy,2,augmented
sequence_label\644_5_sequence.npy,2,augmented
sequence_label\644_6_sequence.npy,2,augmented
sequence_label\644_7_sequence.npy,2,augmented
sequence_label\644_8_sequence.npy,2,augmented
sequence_label\644_9_sequence.npy,2,augmented
sequence_label\644_origin_sequence.npy,2,origin
sequence_label\644_rotated_sequence.npy,2,rotated
sequence_label\644_scaled_sequence.npy,2,scaled
sequence_label\634_10_sequence.npy,3,augmented
sequence_label\634_11_sequence.npy,3,augmented
sequence_label\634_12_sequence.npy,3,augmented
sequence_label\634_13_sequence.npy,3,augmented
sequence_label\634_14_sequence.npy,3,augmented
sequence_label\634_15_sequence.npy,3,augmented
sequence_label\634_16_sequence.npy,3,augmented
sequence_label\634_17_sequence.npy,3,augmented
sequence_label\634_18_sequence.npy,3,augmented
sequence_label\634_19_sequence.npy,3,augmented
sequence_label\634_1_sequence.npy,3,origin
sequence_label\634_20_sequence.npy,3,augmented
sequence_label\634_21_sequence.npy,3,augmented
sequence_label\634_22_sequence.npy,3,augmented
sequence_label\634_23_sequence.npy,3,augmented
sequence_label\634_24_sequence.npy,3,augmented
sequence_label\634_25_sequence.npy,3,augmented
sequence_label\634_26_sequence.npy,3,augmented
sequence_label\634_27_sequence.npy,3,augmented
sequence_label\634_28_sequence.npy,3,augmented
sequence_label\634_29_sequence.npy,3,augmented
sequence_label\634_2_sequence.npy,3,augmented
sequence_label\634_30_sequence.npy,3,augmented
sequence_label\634_31_sequence.npy,3,augmented
sequence_label\634_32_sequence.npy,3,augmented
sequence_label\634_33_sequence.npy,3,augmented
sequence_label\634_34_sequence.npy,3,augmented
sequence_label\634_35_sequence.npy,3,augmented
sequence_label\634_36_sequence.npy,3,augmented
sequence_label\634_37_sequence.npy,3,augmented
sequence_label\634_38_sequence.npy,3,augmented
sequence_label\634_39_sequence.npy,3,augmented
sequence_label\634_3_sequence.npy,3,augmented
sequence_label\634_40_sequence.npy,3,augmented
sequence_label\634_41_sequence.npy,3,augmented
sequence_label\634_42_sequence.npy,3,augmented
sequence_label\634_43_sequence.npy,3,augmented
sequence_label\634_44_sequence.npy,3,augmented
sequence_label\634_45_sequence.npy,3,augmented
sequence_label\634_46_sequence.npy,3,augmented
sequence_label\634_47_sequence.npy,3,augmented
sequence_label\634_48_sequence.npy,3,augmented
sequence_label\634_49_sequence.npy,3,augmented
sequence_label\634_4_sequence.npy,3,augmented
sequence_label\634_50_sequence.npy,3,augmented
sequence_label\634_5_sequence.npy,3,augmented
sequence_label\634_6_sequence.npy,3,augmented
sequence_label\634_7_sequence.npy,3,augmented
sequence_label\634_8_sequence.npy,3,augmented
sequence_label\634_9_sequence.npy,3,augmented
sequence_label\634_origin_sequence.npy,3,origin
sequence_label\634_rotated_sequence.npy,3,rotated
sequence_label\634_scaled_sequence.npy,3,scaled
sequence_label\636_10_sequence.npy,4,augmented
sequence_label\636_11_sequence.npy,4,augmented
sequence_label\636_12_sequence.npy,4,augmented
sequence_label\636_13_sequence.npy,4,augmented
sequence_label\636_14_sequence.npy,4,augmented
sequence_label\636_15_sequence.npy,4,augmented
sequence_label\636_16_sequence.npy,4,augmented
sequence_label\636_17_sequence.npy,4,augmented
sequence_label\636_18_sequence.npy,4,augmented
sequence_label\636_19_sequence.npy,4,augmented
sequence_label\636_1_sequence.npy,4,origin
sequence_label\636_20_sequence.npy,4,augmented
sequence_label\636_21_sequence.npy,4,augmented
sequence_label\636_22_sequence.npy,4,augmented
sequence_label\636_23_sequence.npy,4,augmented
sequence_label\636_24_sequence.npy,4,augmented
sequence_label\636_25_sequence.npy,4,augmented
sequence_label\636_26_sequence.npy,4,augmented
sequence_label\636_27_sequence.npy,4,augmented
sequence_label\636_28_sequence.npy,4,augmented
sequence_label\636_29_sequence.npy,4,augmented
sequence_label\636_2_sequence.npy,4,augmented
sequence_label\636_30_sequence.npy,4,augmented
sequence_label\636_31_sequence.npy,4,augmented
sequence_label\636_32_sequence.npy,4,augmented
sequence_label\636_33_sequence.npy,4,augmented
sequence_label\636_34_sequence.npy,4,augmented
sequence_label\636_35_sequence.npy,4,augmented
sequence_label\636_36_sequence.npy,4,augmented
sequence_label\636_37_sequence.npy,4,augmented
sequence_label\636_38_sequence.npy,4,augmented
sequence_label\636_39_sequence.npy,4,augmented
sequence_label\636_3_sequence.npy,4,augmented
sequence_label\636_40_sequence.npy,4,augmented
sequence_label\636_41_sequence.npy,4,augmented
sequence_label\636_42_sequence.npy,4,augmented
sequence_label\636_43_sequence.npy,4,augmented
sequence_label\636_44_sequence.npy,4,augmented
sequence_label\636_45_sequence.npy,4,augmented
sequence_label\636_46_sequence.npy,4,augmented
sequence_label\636_47_sequence.npy,4,augmented
sequence_label\636_48_sequence.npy,4,augmented
sequence_label\636_49_sequence.npy,4,augmented
sequence_label\636_4_sequence.npy,4,augmented
sequence_label\636_50_sequence.npy,4,augmented
sequence_label\636_5_sequence.npy,4,augmented
sequence_label\636_6_sequence.npy,4,augmented
sequence_label\636_7_sequence.npy,4,augmented
sequence_label\636_8_sequence.npy,4,augmented
sequence_label\636_9_sequence.npy,4,augmented
sequence_label\636_origin_sequence.npy,4,origin
sequence_label\636_rotated_sequence.npy,4,rotated
sequence_label\636_scaled_sequence.npy,4,scaled
sequence_label\632_10_sequence.npy,5,augmented
sequence_label\632_11_sequence.npy,5,augmented
sequence_label\632_12_sequence.npy,5,augmented
sequence_label\632_13_sequence.npy,5,augmented
sequence_label\632_14_sequence.npy,5,augmented
sequence_label\632_15_sequence.npy,5,augmented
sequence_label\632_16_sequence.npy,5,augmented
sequence_label\632_17_sequence.npy,5,augmented
sequence_label\632_18_sequence.npy,5,augmented
sequence_label\632_19_sequence.npy,5,augmented
sequence_label\632_1_sequence.npy,5,origin
sequence_label\632_20_sequence.npy,5,augmented
sequence_label\632_21_sequence.npy,5,augmented
sequence_label\632_22_sequence.npy,5,augmented
sequence_label\632_23_sequence.npy,5,augmented
sequence_label\632_24_sequence.npy,5,augmented
sequence_label\632_25_sequence.npy,5,augmented
sequence_label\632_26_sequence.npy,5,augmented
sequence_label\632_27_sequence.npy,5,augmented
sequence_label\632_28_sequence.npy,5,augmented
sequence_label\632_29_sequence.npy,5,augmented
sequence_label\632_2_sequence.npy,5,augmented
sequence_label\632_30_sequence.npy,5,augmented
sequence_label\632_31_sequence.npy,5,augmented
sequence_label\632_32_sequence.npy,5,augmented
sequence_label\632_33_sequence.npy,5,augmented
sequence_label\632_34_sequence.npy,5,augmented
sequence_label\632_35_sequence.npy,5,augmented
sequence_label\632_36_sequence.npy,5,augmented
sequence_label\632_37_sequence.npy,5,augmented
sequence_label\632_38_sequence.npy,5,augmented
sequence_label\632_39_sequence.npy,5,augmented
sequence_label\632_3_sequence.npy,5,augmented
sequence_label\632_40_sequence.npy,5,augmented
sequence_label\632_41_sequence.npy,5,augmented
sequence_label\632_42_sequence.npy,5,augmented
sequence_label\632_43_sequence.npy,5,augmented
sequence_label\632_44_sequence.npy,5,augmented
sequence_label\632_45_sequence.npy,5,augmented
sequence_label\632_46_sequence.npy,5,augmented
sequence_label\632_47_sequence.npy,5,augmented
sequence_label\632_48_sequence.npy,5,augmented
sequence_label\632_49_sequence.npy,5,augmented
sequence_label\632_4_sequence.npy,5,augmented
sequence_label\632_50_sequence.npy,5,augmented
sequence_label\632_5_sequence.npy,5,augmented
sequence_label\632_6_sequence.npy,5,augmented
sequence_label\632_7_sequence.npy,5,augmented
sequence_label\632_8_sequence.npy,5,augmented
sequence_label\632_9_sequence.npy,5,augmented
sequence_label\632_origin_sequence.npy,5,origin
sequence_label\632_rotated_sequence.npy,5,rotated
sequence_label\632_scaled_sequence.npy,5,scaled
sequence_label\729_10_sequence.npy,6,augmented
sequence_label\729_11_sequence.npy,6,augmented
sequence_label\729_12_sequence.npy,6,augmented
sequence_label\729_13_sequence.npy,6,augmented
sequence_label\729_14_sequence.npy,6,augmented
sequence_label\729_15_sequence.npy,6,augmented
sequence_label\729_16_sequence.npy,6,augmented
sequence_label\729_17_sequence.npy,6,augmented
sequence_label\729_18_sequence.npy,6,augmented
sequence_label\729_19_sequence.npy,6,augmented
sequence_label\729_1_sequence.npy,6,origin
sequence_label\729_20_sequence.npy,6,augmented
sequence_label\729_21_sequence.npy,6,augmented
sequence_label\729_22_sequence.npy,6,augmented
sequence_label\729_23_sequence.npy,6,augmented
sequence_label\729_24_sequence.npy,6,augmented
sequence_label\729_25_sequence.npy,6,augmented
sequence_label\729_26_sequence.npy,6,augmented
sequence_label\729_27_sequence.npy,6,augmented
sequence_label\729_28_sequence.npy,6,augmented
sequence_label\729_29_sequence.npy,6,augmented
sequence_label\729_2_sequence.npy,6,augmented
sequence_label\729_30_sequence.npy,6,augmented
sequence_label\729_31_sequence.npy,6,augmented
sequence_label\729_32_sequence.npy,6,augmented
sequence_label\729_33_sequence.npy,6,augmented
sequence_label\729_34_sequence.npy,6,augmented
sequence_label\729_35_sequence.npy,6,augmented
sequence_label\729_36_sequence.npy,6,augmented
sequence_label\729_37_sequence.npy,6,augmented
sequence_label\729_38_sequence.npy,6,augmented
sequence_label\729_39_sequence.npy,6,augmented
sequence_label\729_3_sequence.npy,6,augmented
sequence_label\729_40_sequence.npy,6,augmented
sequence_label\729_41_sequence.npy,6,augmented
sequence_label\729_42_sequence.npy,6,augmented
sequence_label\729_43_sequence.npy,6,augmented
sequence_label\729_44_sequence.npy,6,augmented
sequence_label\729_45_sequence.npy,6,augmented
sequence_label\729_46_sequence.npy,6,augmented
sequence_label\729_47_sequence.npy,6,augmented
sequence_label\729_48_sequence.npy,6,augmented
sequence_label\729_49_sequence.npy,6,augmented
sequence_label\729_4_sequence.npy,6,augmented
sequence_label\729_50_sequence.npy,6,augmented
sequence_label\729_5_sequence.npy,6,augmented
sequence_label\729_6_sequence.npy,6,augmented
sequence_label\729_7_sequence.npy,6,augmented
sequence_label\729_8_sequence.npy,6,augmented
sequence_label\729_9_sequence.npy,6,augmented
sequence_label\729_origin_sequence.npy,6,origin
sequence_label\729_rotated_sequence.npy,6,rotated
sequence_label\729_scaled_sequence.npy,6,scaled
sequence_label\715_10_sequence.npy,7,augmented
sequence_label\715_11_sequence.npy,7,augmented
sequence_label\715_12_sequence.npy,7,augmented
sequence_label\715_13_sequence.npy,7,augmented
sequence_label\715_14_sequence.npy,7,augmented
sequence_label\715_15_sequence.npy,7,augmented
sequence_label\715_16_sequence.npy,7,augmented
sequence_label\715_17_sequence.npy,7,augmented
sequence_label\715_18_sequence.npy,7,augmented
sequence_label\715_19_sequence.npy,7,augmented
sequence_label\715_1_sequence.npy,7,origin
sequence_label\715_20_sequence.npy,7,augmented
sequence_label\715_21_sequence.npy,7,augmented
sequence_label\715_22_sequence.npy,7,augmented
sequence_label\715_23_sequence.npy,7,augmented
sequence_label\715_24_sequence.npy,7,augmented
sequence_label\715_25_sequence.npy,7,augmented
sequence_label\715_26_sequence.npy,7,augmented
sequence_label\715_27_sequence.npy,7,augmented
sequence_label\715_28_sequence.npy,7,augmented
sequence_label\715_29_sequence.npy,7,augmented
sequence_label\715_2_sequence.npy,7,augmented
sequence_label\715_30_sequence.npy,7,augmented
sequence_label\715_31_sequence.npy,7,augmented
sequence_label\715_32_sequence.npy,7,augmented
sequence_label\715_33_sequence.npy,7,augmented
sequence_label\715_34_sequence.npy,7,augmented
sequence_label\715_35_sequence.npy,7,augmented
sequence_label\715_36_sequence.npy,7,augmented
sequence_label\715_37_sequence.npy,7,augmented
sequence_label\715_38_sequence.npy,7,augmented
sequence_label\715_39_sequence.npy,7,augmented
sequence_label\715_3_sequence.npy,7,augmented
sequence_label\715_40_sequence.npy,7,augmented
sequence_label\715_41_sequence.npy,7,augmented
sequence_label\715_42_sequence.npy,7,augmented
sequence_label\715_43_sequence.npy,7,augmented
sequence_label\715_44_sequence.npy,7,augmented
sequence_label\715_45_sequence.npy,7,augmented
sequence_label\715_46_sequence.npy,7,augmented
sequence_label\715_47_sequence.npy,7,augmented
sequence_label\715_48_sequence.npy,7,augmented
sequence_label\715_49_sequence.npy,7,augmented
sequence_label\715_4_sequence.npy,7,augmented
sequence_label\715_50_sequence.npy,7,augmented
sequence_label\715_5_sequence.npy,7,augmented
sequence_label\715_6_sequence.npy,7,augmented
sequence_label\715_7_sequence.npy,7,augmented
sequence_label\715_8_sequence.npy,7,augmented
sequence_label\715_9_sequence.npy,7,augmented
sequence_label\715_origin_sequence.npy,7,origin
sequence_label\715_rotated_sequence.npy,7,rotated
sequence_label\715_scaled_sequence.npy,7,scaled
sequence_label\677_10_sequence.npy,8,augmented
sequence_label\677_11_sequence.npy,8,augmented
sequence_label\677_12_sequence.npy,8,augmented
sequence_label\677_13_sequence.npy,8,augmented
sequence_label\677_14_sequence.npy,8,augmented
sequence_label\677_15_sequence.npy,8,augmented
sequence_label\677_16_sequence.npy,8,augmented
sequence_label\677_17_sequence.npy,8,augmented
sequence_label\677_18_sequence.npy,8,augmented
sequence_label\677_19_sequence.npy,8,augmented
sequence_label\677_1_sequence.npy,8,origin
sequence_label\677_20_sequence.npy,8,augmented
sequence_label\677_21_sequence.npy,8,augmented
sequence_label\677_22_sequence.npy,8,augmented
sequence_label\677_23_sequence.npy,8,augmented
sequence_label\677_24_sequence.npy,8,augmented
sequence_label\677_25_sequence.npy,8,augmented
sequence_label\677_26_sequence.npy,8,augmented
sequence_label\677_27_sequence.npy,8,augmented
sequence_label\677_28_sequence.npy,8,augmented
sequence_label\677_29_sequence.npy,8,augmented
sequence_label\677_2_sequence.npy,8,augmented
sequence_label\677_30_sequence.npy,8,augmented
sequence_label\677_31_sequence.npy,8,augmented
sequence_label\677_32_sequence.npy,8,augmented
sequence_label\677_33_sequence.npy,8,augmented
sequence_label\677_34_sequence.npy,8,augmented
sequence_label\677_35_sequence.npy,8,augmented
sequence_label\677_36_sequence.npy,8,augmented
sequence_label\677_37_sequence.npy,8,augmented
sequence_label\677_38_sequence.npy,8,augmented
sequence_label\677_39_sequence.npy,8,augmented
sequence_label\677_3_sequence.npy,8,augmented
sequence_label\677_40_sequence.npy,8,augmented
sequence_label\677_41_sequence.npy,8,augmented
sequence_label\677_42_sequence.npy,8,augmented
sequence_label\677_43_sequence.npy,8,augmented
sequence_label\677_44_sequence.npy,8,augmented
sequence_label\677_45_sequence.npy,8,augmented
sequence_label\677_46_sequence.npy,8,augmented
sequence_label\677_47_sequence.npy,8,augmented
sequence_label\677_48_sequence.npy,8,augmented
sequence_label\677_49_sequence.npy,8,augmented
sequence_label\677_4_sequence.npy,8,augmented
sequence_label\677_50_sequence.npy,8,augmented
sequence_label\677_5_sequence.npy,8,augmented
sequence_label\677_6_sequence.npy,8,augmented
sequence_label\677_7_sequence.npy,8,augmented
sequence_label\677_8_sequence.npy,8,augmented
sequence_label\677_9_sequence.npy,8,augmented
sequence_label\677_origin_sequence.npy,8,origin
sequence_label\677_rotated_sequence.npy,8,rotated
sequence_label\677_scaled_sequence.npy,8,scaled
sequence_label\674_10_sequence.npy,9,augmented
sequence_label\674_11_sequence.npy,9,augmented
sequence_label\674_12_sequence.npy,9,augmented
sequence_label\674_13_sequence.npy,9,augmented
sequence_label\674_14_sequence.npy,9,augmented
sequence_label\674_15_sequence.npy,9,augmented
sequence_label\674_16_sequence.npy,9,augmented
sequence_label\674_17_sequence.npy,9,augmented
sequence_label\674_18_sequence.npy,9,augmented
sequence_label\674_19_sequence.npy,9,augmented
sequence_label\674_1_sequence.npy,9,origin
sequence_label\674_20_sequence.npy,9,augmented
sequence_label\674_21_sequence.npy,9,augmented
sequence_label\674_22_sequence.npy,9,augmented
sequence_label\674_23_sequence.npy,9,augmented
sequence_label\674_24_sequence.npy,9,augmented
sequence_label\674_25_sequence.npy,9,augmented
sequence_label\674_26_sequence.npy,9,augmented
sequence_label\674_27_sequence.npy,9,augmented
sequence_label\674_28_sequence.npy,9,augmented
sequence_label\674_29_sequence.npy,9,augmented
sequence_label\674_2_sequence.npy,9,augmented
sequence_label\674_30_sequence.npy,9,augmented
sequence_label\674_31_sequence.npy,9,augmented
sequence_label\674_32_sequence.npy,9,augmented
sequence_label\674_33_sequence.npy,9,augmented
sequence_label\674_34_sequence.npy,9,augmented
sequence_label\674_35_sequence.npy,9,augmented
sequence_label\674_36_sequence.npy,9,augmented
sequence_label\674_37_sequence.npy,9,augmented
sequence_label\674_38_sequence.npy,9,augmented
sequence_label\674_39_sequence.npy,9,augmented
sequence_label\674_3_sequence.npy,9,augmented
sequence_label\674_40_sequence.npy,9,augmented
sequence_label\674_41_sequence.npy,9,augmented
sequence_label\674_42_sequence.npy,9,augmented
sequence_label\674_43_sequence.npy,9,augmented
sequence_label\674_44_sequence.npy,9,augmented
sequence_label\674_45_sequence.npy,9,augmented
sequence_label\674_46_sequence.npy,9,augmented
sequence_label\674_47_sequence.npy,9,augmented
sequence_label\674_48_sequence.npy,9,augmented
sequence_label\674_49_sequence.npy,9,augmented
sequence_label\674_4_sequence.npy,9,augmented
sequence_label\674_50_sequence.npy,9,augmented
sequence_label\674_5_sequence.npy,9,augmented
sequence_label\674_6_sequence.npy,9,augmented
sequence_label\674_7_sequence.npy,9,augmented
sequence_label\674_8_sequence.npy,9,augmented
sequence_label\674_9_sequence.npy,9,augmented
sequence_label\674_origin_sequence.npy,9,origin
sequence_label\674_rotated_sequence.npy,9,rotated
sequence_label\674_scaled_sequence.npy,9,scaled
sequence_label\666_10_sequence.npy,10,augmented
sequence_label\666_11_sequence.npy,10,augmented
sequence_label\666_12_sequence.npy,10,augmented
sequence_label\666_13_sequence.npy,10,augmented
sequence_label\666_14_sequence.npy,10,augmented
sequence_label\666_15_sequence.npy,10,augmented
sequence_label\666_16_sequence.npy,10,augmented
sequence_label\666_17_sequence.npy,10,augmented
sequence_label\666_18_sequence.npy,10,augmented
sequence_label\666_19_sequence.npy,10,augmented
sequence_label\666_1_sequence.npy,10,origin
sequence_label\666_20_sequence.npy,10,augmented
sequence_label\666_21_sequence.npy,10,augmented
sequence_label\666_22_sequence.npy,10,augmented
sequence_label\666_23_sequence.npy,10,augmented
sequence_label\666_24_sequence.npy,10,augmented
sequence_label\666_25_sequence.npy,10,augmented
sequence_label\666_26_sequence.npy,10,augmented
sequence_label\666_27_sequence.npy,10,augmented
sequence_label\666_28_sequence.npy,10,augmented
sequence_label\666_29_sequence.npy,10,augmented
sequence_label\666_2_sequence.npy,10,augmented
sequence_label\666_30_sequence.npy,10,augmented
sequence_label\666_31_sequence.npy,10,augmented
sequence_label\666_32_sequence.npy,10,augmented
sequence_label\666_33_sequence.npy,10,augmented
sequence_label\666_34_sequence.npy,10,augmented
sequence_label\666_35_sequence.npy,10,augmented
sequence_label\666_36_sequence.npy,10,augmented
sequence_label\666_37_sequence.npy,10,augmented
sequence_label\666_38_sequence.npy,10,augmented
sequence_label\666_39_sequence.npy,10,augmented
sequence_label\666_3_sequence.npy,10,augmented
sequence_label\666_40_sequence.npy,10,augmented
sequence_label\666_41_sequence.npy,10,augmented
sequence_label\666_42_sequence.npy,10,augmented
sequence_label\666_43_sequence.npy,10,augmented
sequence_label\666_44_sequence.npy,10,augmented
sequence_label\666_45_sequence.npy,10,augmented
sequence_label\666_46_sequence.npy,10,augmented
sequence_label\666_47_sequence.npy,10,augmented
sequence_label\666_48_sequence.npy,10,augmented
sequence_label\666_49_sequence.npy,10,augmented
sequence_label\666_4_sequence.npy,10,augmented
sequence_label\666_50_sequence.npy,10,augmented
sequence_label\666_5_sequence.npy,10,augmented
sequence_label\666_6_sequence.npy,10,augmented
sequence_label\666_7_sequence.npy,10,augmented
sequence_label\666_8_sequence.npy,10,augmented
sequence_label\666_9_sequence.npy,10,augmented
sequence_label\666_origin_sequence.npy,10,origin
sequence_label\666_rotated_sequence.npy,10,rotated
sequence_label\666_scaled_sequence.npy,10,scaled
sequence_label\678_10_sequence.npy,11,augmented
sequence_label\678_11_sequence.npy,11,augmented
sequence_label\678_12_sequence.npy,11,augmented
sequence_label\678_13_sequence.npy,11,augmented
sequence_label\678_14_sequence.npy,11,augmented
sequence_label\678_15_sequence.npy,11,augmented
sequence_label\678_16_sequence.npy,11,augmented
sequence_label\678_17_sequence.npy,11,augmented
sequence_label\678_18_sequence.npy,11,augmented
sequence_label\678_19_sequence.npy,11,augmented
sequence_label\678_1_sequence.npy,11,origin
sequence_label\678_20_sequence.npy,11,augmented
sequence_label\678_21_sequence.npy,11,augmented
sequence_label\678_22_sequence.npy,11,augmented
sequence_label\678_23_sequence.npy,11,augmented
sequence_label\678_24_sequence.npy,11,augmented
sequence_label\678_25_sequence.npy,11,augmented
sequence_label\678_26_sequence.npy,11,augmented
sequence_label\678_27_sequence.npy,11,augmented
sequence_label\678_28_sequence.npy,11,augmented
sequence_label\678_29_sequence.npy,11,augmented
sequence_label\678_2_sequence.npy,11,augmented
sequence_label\678_30_sequence.npy,11,augmented
